book_id,original_title,isbn13,authors,original_publication_year
5486,Dark of the Moon,9780399154780.0,John Sandford,2004.0
5487,The Law of Attraction: The Basics of the Teachings of Abraham,9781401917590.0,"Esther Hicks, Jerry Hicks",2006.0
5488,In The Afterlight,9781423157530.0,Alexandra Bracken,2014.0
5489,Goddess Interrupted,9780373210460.0,Aimee Carter,2012.0
5490,Lucinda’s Secret,9780689859380.0,"Holly Black, Tony DiTerlizzi",2003.0
5491,Henry Huggins,9780688213860.0,"Beverly Cleary, Tracy Dockray",1950.0
5492,Bedtime for Frances,9780064434520.0,"Russell Hoban, Garth Williams",1960.0
5493,窓ぎわのトットちゃん,9784770020670.0,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0
5494,Half the World,9780804178430.0,Joe Abercrombie,2015.0
5495,When Genius Failed: The Rise and Fall of Long-Term Capital Management,9780375758260.0,Roger Lowenstein,2000.0
5496,Writing Down the Bones: Freeing the Writer Within,9781590303160.0,Natalie Goldberg,1986.0
5497,"Hunters of the Dusk (Cirque Du Freak, #7)",9780316000990.0,Darren Shan,2002.0
5498,City of Golden Shadow,9780886777630.0,Tad Williams,1996.0
5499,An Ice Cold Grave,9780425217290.0,Charlaine Harris,2007.0
5500,Jacob Have I Loved,9780064403690.0,Katherine Paterson,1980.0
5501,The Postcard Killers,9780316089520.0,"James Patterson, Liza Marklund",2010.0
5502,神様はじめました 1,9781421536380.0,"Julietta Suzuki, Tomo Kimura",2008.0
5503,Maybe Not,,Colleen Hoover,2014.0
5504,Black Water,9780689869110.0,D.J. MacHale,2004.0
5505,Five Little Pigs,9780425093250.0,Agatha Christie,1942.0
5506,Embassytown,9780345524490.0,China Miéville,2011.0
5507,By the Light of the Moon,9780553582760.0,Dean Koontz,2002.0
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",9780553212420.0,Arthur Conan Doyle,1927.0
5509,Strong Poison,9780060809090.0,Dorothy L. Sayers,1930.0
5510,The Far Side Gallery,9780836220630.0,Gary Larson,1984.0
5511,The Eternity Cure,9780373210700.0,Julie Kagawa,2013.0
5512,Holiday in Death,9780425163720.0,J.D. Robb,1998.0
5513,Thief,,Tarryn Fisher,2013.0
5514,Between a Rock and a Hard Place,9780743492830.0,Aron Ralston,2004.0
5515,Legend ,9780345379060.0,David Gemmell,1984.0
5516,,9780803736700.0,Sheila Turnage,2012.0
5517,"Every Boy's Got One (Boy, #3)",9780330418880.0,Meg Cabot,2004.0
5518,Small Sacrifices: A True Story of Passion and Murder,9780451166610.0,Ann Rule,1987.0
5519,,9780385538890.0,Chris Bohjalian,2016.0
5520,All My Friends Are Dead,9780811874560.0,"Avery Monsen, Jory John",2010.0
5521,The Six Sacred Stones,9781405038160.0,Matthew Reilly,2007.0
5522,Rising Tides (Chesapeake Bay Saga #2),9780515123170.0,Nora Roberts,1998.0
5523,Bleach―ブリーチ― 15,9781421506140.0,Tite Kubo,2004.0
5524,Cash: The Autobiography of Johnny Cash,9780060727540.0,"Johnny Cash, Patrick   Carr",1997.0
5525,A Stranger in the Mirror,9780006471260.0,Sidney Sheldon,1976.0
5526,Flush,9780375821820.0,Carl Hiaasen,2005.0
5527,Out of Africa,9780679600210.0,"Isak Dinesen, Karen Blixen",1937.0
5528,The Watchman,9780743281640.0,Robert Crais,2007.0
5529,Antifragile: Things That Gain from Disorder,9781400067820.0,Nassim Nicholas Taleb,2012.0
5530,,9780062267730.0,Molly McAdams,2012.0
5531,Free Will,9781451683400.0,Sam Harris,2012.0
5532,This Is Where It Ends,9781492622470.0,Marieke Nijkamp,2016.0
5533,Stray,9780778324220.0,Rachel Vincent,2007.0
5534,A Summer Affair,9780316018610.0,Elin Hilderbrand,2008.0
5535,Liar & Spy,9780385737430.0,Rebecca Stead,2012.0
5536,Mariel of Redwall,9780142302390.0,"Brian Jacques, Gary Chalk",1991.0
5537,The Blank Slate: The Modern Denial of Human Nature,9780142003340.0,Steven Pinker,2002.0
5538,The Dreaming Void,9780345496540.0,Peter F. Hamilton,2007.0
5539,Being Nikki,9780545040560.0,Meg Cabot,2009.0
5540,The Tragedie of Antony and Cleopatra,9780743482850.0,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0
5541,"Among the Impostors (Shadow Children, #2)",9780689839080.0,Margaret Peterson Haddix,2001.0
5542,The Eternal Dawn,9781442413180.0,Christopher Pike,2010.0
5543,Addicted,9780743442850.0,Zane,1998.0
5544,Article 5,9780765329580.0,Kristen Simmons,2012.0
5545,"And the Band Played On: Politics, People, and the AIDS Epidemic",9780312241350.0,"Randy Shilts, William Greider",1987.0
5546,Found in You,9781627040200.0,Laurelin Paige,2013.0
5547,Midnight Rising,9780440244450.0,Lara Adrian,2008.0
5548,Kisscut,9780060534040.0,Karin Slaughter,2002.0
5549,,9781936365010.0,"Miranda July, Brigitte Sire",2011.0
5550,Last Exit to Brooklyn,9780747549920.0,"Hubert Selby Jr., Gilbert Sorrentino",1964.0
5551,La fiesta del chivo,9780571207760.0,"Mario Vargas Llosa, Edith Grossman",2000.0
5552,"Drums, Girls & Dangerous Pie",9780439755210.0,Jordan Sonnenblick,2004.0
5553,The First Bad Man,9781439172570.0,Miranda July,2015.0
5554,To Green Angel Tower (Storm),9780886776060.0,Tad Williams,1993.0
5555,Jet,,Jay Crownover,2013.0
5556,The Sea,9781400097030.0,John Banville,2005.0
5557,Invisible,9780316405350.0,"James Patterson, David Ellis",2014.0
5558,Mr. Murder,9780425210760.0,Dean Koontz,1993.0
5559,Changeless,9780316074150.0,Gail Carriger,2010.0
5560,The Magic of Recluce,9780812505180.0,L.E. Modesitt Jr.,1991.0
5561,"The Bastard (Kent Family Chronicles, Vol. 1)",9780451211030.0,John Jakes,1974.0
5562,The Last Policeman,9781594745770.0,Ben H. Winters,2012.0
5563,Earth Abides,9780345487130.0,George R. Stewart,1949.0
5564,Thunderhead,9780446608370.0,"Douglas Preston, Lincoln Child",1999.0
5565,"Allies of the Night (Cirque Du Freak, Book 8)",9780316106540.0,Darren Shan,2002.0
5566,Dragon bound,9780425241510.0,Thea Harrison,2011.0
5567,Rainbow Valley,9780553269220.0,L.M. Montgomery,1919.0
5568,The Colorado Kid,9780843955840.0,Stephen King,2005.0
5569,The Monkey's Paw,9780194232630.0,"Diane Mowat, W.W. Jacobs",1902.0
5570,Darkness,9780553297260.0,John Saul,1991.0
5571,The Pursuit of Holiness,9781576839320.0,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0
5572,Again the Magic ,9780380811080.0,Lisa Kleypas,2004.0
5573,Low Country,9780061093330.0,Anne Rivers Siddons,1998.0
5574,Revolution,9780385737630.0,Jennifer Donnelly,2010.0
5575,The Fall of Reach,9780345451320.0,Eric S. Nylund,2001.0
5576,,9780061957920.0,Kim Harrison,2013.0
5577,Audrey Rose,9780446324820.0,Frank De Felitta,1975.0
5578,The Nix,9781101946620.0,Nathan  Hill,2016.0
5579,Vanish,9780061935110.0,Sophie Jordan,2011.0
5580,The Calvin and Hobbes Lazy Sunday Book,9780836218530.0,Bill Watterson,1989.0
5581,Carmilla,9780809510830.0,J. Sheridan Le Fanu,1872.0
5582,Drowned Wednesday,9780439436560.0,Garth Nix,2004.0
5583,Saving Francesca,9780375829830.0,Melina Marchetta,2003.0
5584,Avoiding Commitment,9781476271420.0,K.A. Linde,2012.0
5585,Confessions of a murder suspect,9780316224180.0,"James Patterson, Maxine Paetro",2012.0
5586,Y: The Last Man Vol. 6: Girl on Girl,9781401205010.0,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0
5587,Skeletons at the Feast,9780307394960.0,Chris Bohjalian,2008.0
5588,L is for Lawless,9780449221500.0,Sue Grafton,1994.0
5589,Milkweed,9780440420060.0,Jerry Spinelli,2003.0
5590,If You Give a Pig a Party (If You Give...),9780060283260.0,"Laura Joffe Numeroff, Felicia Bond",2000.0
5591,Virtual Light,9780140157730.0,William Gibson,1993.0
5592,American on Purpose,9780061719550.0,Craig Ferguson,2009.0
5593,Always Looking Up: The Adventures of an Incurable Optimist,9781401303390.0,Michael J. Fox,2008.0
5594,Nine Rules to Break When Romancing a Rake,9780061852050.0,Sarah MacLean,2010.0
5595,The Lifeboat,9780316185900.0,Charlotte Rogan,2012.0
5596,Quo vadis?,9780781805510.0,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0
5597,The Jewel,9780062235790.0,Amy Ewing,2014.0
5598,The Fire Within,9780439672440.0,Chris d'Lacey,2001.0
5599,"Servant of the Empire (The Empire Trilogy, #2)",9780586203810.0,"Raymond E. Feist, Janny Wurts",1990.0
5600,The Hollow,9780515144600.0,Nora Roberts,2008.0
5601,Is Your Mama A Llama?,9780590259380.0,"Deborah Guarino, Steven Kellogg",1989.0
5602,After We Collided,9781476792490.0,Anna Todd,2013.0
5603,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",9780385535630.0,Jacob Tomsky,2012.0
5604,Confederates in the Attic: Dispatches from the Unfinished Civil War,9780679758330.0,Tony Horwitz,1998.0
5605,,9780312546340.0,David Wong,2012.0
5606,Dali: The Paintings,9783822835530.0,"Robert Descharnes, Gilles Néret",1994.0
5607,Seven Ancient Wonders,9781416505070.0,Matthew Reilly,2005.0
5608,,9781605045540.0,Cherrie Lynn,2009.0
5609,Mistral's Kiss,9780345443590.0,Laurell K. Hamilton,2006.0
5610,,9780743287940.0,Stephen R. Covey,
5611,Desire Unchained (Shadow Lover),9780446400980.0,Larissa Ione,2009.0
5612,Cold Fire ; Hideaway; The Key to Midnight,9780399146270.0,"Dean Koontz, Leigh Nichols",2000.0
5613,"I Am Not A Serial Killer (John Cleaver, #1)",9780765327830.0,Dan Wells,2009.0
5614,Eight Hundred Grapes,9781476789260.0,Laura Dave,2015.0
5615,"Welcome to the World, Baby Girl!",9780449005780.0,Fannie Flagg,1998.0
5616,Filth,9780393318680.0,Irvine Welsh,1998.0
5617,The Girls,9780316066340.0,Lori Lansens,2005.0
5618,Turbo Twenty-Three,9780345543000.0,Janet Evanovich,2016.0
5619,The Alibi,9780446618670.0,Sandra Brown,1999.0
5620,A Land More Kind Than Home,9780062088150.0,Wiley Cash,2012.0
5621,Kristy's Great Idea,9780590224730.0,Ann M. Martin,1986.0
5622,,9780545298420.0,Roland Smith,2012.0
5623,,9780307718970.0,Sheri  Fink,2013.0
5624,Den femte kvinnan,9781400031540.0,"Henning Mankell, Steven T. Murray",1996.0
5625,The Wordy Shipmates,9781594489990.0,Sarah Vowell,2008.0
5626,Bel-Ami,9780140443160.0,"Guy de Maupassant, Douglas Parmée",1885.0
5627,A River Runs Through It and Other Stories,9780226500670.0,Norman Maclean,1976.0
5628,El tiempo entre costuras,9781451616880.0,"María Dueñas, Daniel Hahn",2009.0
5629,,9780452280400.0,Toni Morrison,1997.0
5630,Idoru,9780425190460.0,William Gibson,1996.0
5631,The Best Man,9780373777920.0,Kristan Higgins,2013.0
5632,Castle in the Air,9780064473450.0,Diana Wynne Jones,1990.0
5633,A King's Ransom,9780545298410.0,Jude Watson,2011.0
5634,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,9781594202440.0,Deborah Blum,2010.0
5635,RoomHate,9781523662450.0,Penelope Ward,2016.0
5636,Living Dead Girl,9781416960590.0,Elizabeth Scott,2008.0
5637,धर्मपद [Dhammapada],9780938077880.0,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0
5638,Law Man,,Kristen Ashley,2012.0
5639,Deadly Décisions,9780671028370.0,Kathy Reichs,2000.0
5640,Rising Strong,9780812995820.0,Brené Brown,2015.0
5641,Speaking from Among the Bones,9780385344040.0,Alan Bradley,2013.0
5642,Swimsuit,9780316018780.0,"James Patterson, Maxine Paetro",2009.0
5643,Through Gates of Splendor,9780842371510.0,Elisabeth Elliot,1956.0
5644,Dirty Red,,Tarryn Fisher,2012.0
5645,The Darkest Part of the Forest,9780316213070.0,Holly Black,2015.0
5646,Dream a Little Dream,9780380794480.0,Susan Elizabeth Phillips,1998.0
5647,تاكسي: حواديت المشاوير,6221102017180.0,"خالد الخميسي, Khaled Al Khamissi",2006.0
5648,The Samurai's Garden,9780312144070.0,Gail Tsukiyama,1994.0
5649,The Hating Game,,Sally   Thorne,2016.0
5650,Black-Eyed Susans,9780804177990.0,Julia Heaberlin,2015.0
5651,Neanderthal Seeks Human,,Penny Reid,2013.0
5652,Goliath,9781416971770.0,"Scott Westerfeld, Keith Thompson",2011.0
5653,家庭教師ヒットマンREBORN! 1,9781421506720.0,"Akira Amano, JN Productions, Frances E. Wall",2004.0
5654,Criminal,,Karin Slaughter,2012.0
5655,The Bear and the Dragon,9780425180970.0,Tom Clancy,2000.0
5656,W is for Wasted,9780399158990.0,Sue Grafton,2013.0
5657,I'm Just Here for the Food: Food + Heat = Cooking,9781584790840.0,Alton Brown,2002.0
5658,Vets Might Fly and Vet in a Spin,9780312335280.0,James Herriot,1976.0
5659,Sins of the Night,9780312934320.0,Sherrilyn Kenyon,2005.0
5660,Shades of Earth,9781595143990.0,Beth Revis,2013.0
5661,Tehanu,9781416509640.0,Ursula K. Le Guin,1990.0
5662,Reboot,9780062217070.0,Amy Tintera,2013.0
5663,Hunger Makes Me a Modern Girl,9781594486630.0,Carrie Brownstein,2015.0
5664,Thomas Jefferson: The Art of Power,9781400067660.0,Jon Meacham,2012.0
5665,Murder in Mesopotamia,9780007113800.0,Agatha Christie,1936.0
5666,Excession,9780553575380.0,Iain M. Banks,1996.0
5667,What Looks Like Crazy on an Ordinary Day,9780380794870.0,Pearl Cleage,1997.0
5668,G is for Gumshoe,9780449000620.0,Sue Grafton,1990.0
5669,King & Maxwell,9781455521320.0,David Baldacci,2013.0
5670,Love's Executioner & Other Tales of Psychotherapy,9780060958340.0,Irvin D. Yalom,1989.0
5671,The Magician's Apprentice,9780316037880.0,Trudi Canavan,2009.0
5672,Reaper's Gale,9780593046320.0,Steven Erikson,2007.0
5673,The Visitation,9781595541210.0,Frank E. Peretti,1999.0
5674, Crown of Shadows,9781600106960.0,"Joe Hill, Gabriel Rodríguez",2010.0
5675,Leadership and Self Deception: Getting Out of the Box,9781576751750.0,The Arbinger Institute,2000.0
5676,"The Garden of Rama (Rama, #3)",9781857230220.0,"Arthur C. Clarke, Gentry Lee",1991.0
5677,,9780312351650.0,Lisa Kleypas,2008.0
5678,Our Man in Havana,9780140184940.0,Graham Greene,1958.0
5679,Batman: The Black Mirror,9781401232060.0,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0
5680,Kill Me If You Can,9780316097540.0,"James Patterson, Marshall Karp",2011.0
5681,"Killers of the Dawn (Cirque Du Freak, #9)",9780316016670.0,Darren Shan,2003.0
5682,Tramp for the Lord,9780515089940.0,Corrie ten Boom,1974.0
5683,If You Take a Mouse to the Movies,9780060278690.0,"Laura Joffe Numeroff, Felicia Bond",2000.0
5684,A Lick of Frost,9781423340420.0,"Laurell K. Hamilton, Laural Merlington",2007.0
5685,The Abyss,9780099690600.0,"Orson Scott Card, James Cameron",1989.0
5686,The Book of Shadows,9780312621680.0,Paula Brackston,1991.0
5687,Läsarna i Broken Wheel rekommenderar,9781492623440.0,"Katarina Bivald, Alice Menzies",2013.0
5688,Live by Night,9780060004870.0,Dennis Lehane,2012.0
5689,Until I Die,9780062004050.0,Amy Plum,2012.0
5690,The Magic of Reality: How We Know What's Really True,9781439192820.0,"Richard Dawkins, Dave McKean",2011.0
5691,Remember,9780842356300.0,"Karen Kingsbury, Gary Smalley",2002.0
5692,"Alex Cross, Run",9780316097530.0,James Patterson,2013.0
5693,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,9780812979920.0,Christian Lander,2008.0
5694,Blood Magick,9780425259870.0,Nora Roberts,2014.0
5695,The Power That Preserves,9780345348680.0,Stephen R. Donaldson,1977.0
5696,The Brightest Star in the Sky,9780718149860.0,Marian Keyes,2009.0
5697,Entwined,9780062001030.0,Heather Dixon,2011.0
5698,,9781592407120.0,Rachel Dratch,2012.0
5699,El coronel no tiene quien le escriba,9780307350440.0,Gabriel García Márquez,1961.0
5700,Waiting for the Barbarians,9780140283360.0,J.M. Coetzee,1980.0
5701,The Last Seven Months of Anne Frank,9780385423600.0,Willy Lindwer,1988.0
5702,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution",9781476708690.0,Walter Isaacson,2014.0
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,9781400065590.0,Deborah Rodriguez,2007.0
5704,To Have and Have Not ,9780684859230.0,Ernest Hemingway,1937.0
5705,Jackdaws,9780451219600.0,Ken Follett,2001.0
5706,,,محمد السالم,2013.0
5707,The System of the World,9780060750860.0,Neal Stephenson,2004.0
5708,Touching Spirit Bear,9780060734010.0,Ben Mikaelsen,1997.0
5709,The Flamethrowers,9781439142000.0,Rachel Kushner,2013.0
5710,Twice Tempted ,9780062076110.0,Jeaniene Frost,2013.0
5711,,9781439187010.0,Deborah Feldman,2012.0
5712,The Selection Stories: The Prince & The Guard,9780062318330.0,Kiera Cass,2014.0
5713,Crush It!: Why Now Is the Time to Cash in on Your Passion,9780061914170.0,Gary Vaynerchuk,2009.0
5714,Redemption Ark,9780441011740.0,Alastair Reynolds,2003.0
5715,The Venetian Betrayal,9780345485780.0,Steve Berry,2007.0
5716,Collected Poems 1909-1962,9780151189790.0,T.S. Eliot,1963.0
5717,The Robe,9780395957750.0,Lloyd C. Douglas,1942.0
5718,Beauty and the Beast,9780786834270.0,"Walt Disney Company, Ellen Titlebaum",2002.0
5719,The Yonahlossee Riding Camp for Girls,9781594486400.0,Anton DiSclafani,2013.0
5720,Lead,9781250052380.0,Kylie Scott,2014.0
5721,No Humans Involved,9780553588380.0,Kelley Armstrong,2007.0
5722,Night of the Soul Stealer,9780060766240.0,"Joseph Delaney, Patrick  Arrasmith",2007.0
5723,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,9780747538360.0,Gavin de Becker,1997.0
5724,Endless Summer,9781442406600.0,Jennifer Echols,2010.0
5725,,9780061944370.0,Lincoln Peirce,2010.0
5726,Don't You Cry,9780778319050.0,Mary Kubica,2016.0
5727,"Que Necesita El, Que Necesita Ella ",9780800717890.0,Willard F. Harley Jr.,1986.0
5728,Dance of the Gods,9780515141660.0,Nora Roberts,2006.0
5729,Nevermore,9781442402000.0,Kelly Creagh,2010.0
5730,بوف کور,9780802131800.0,"Sadegh Hedayat, D.P. Costello",1937.0
5731,,9780061906220.0,"Eric Litwin, James Dean",2010.0
5732,The Ring of Solomon,9780307738620.0,"Jonathan Stroud, Simon  Jones",2010.0
5733,Welcome to Dead House,9780439568470.0,R.L. Stine,1992.0
5734,The Master Butchers Singing Club,9780060837050.0,Louise Erdrich,2003.0
5735,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),9780765319230.0,Glen Cook,1986.0
5736,Until Friday Night,9781481438860.0,Abbi Glines,2015.0
5737,Mother of Pearl,9780671774680.0,Melinda Haynes,1999.0
5738,Everyone Brave Is Forgiven,9781501124370.0,Chris Cleave,2016.0
5739,The Great Train Robbery,9780553129200.0,Michael Crichton,1975.0
5740,Safe Harbour,9780739437580.0,Danielle Steel,2003.0
5741,The Things We Do for Love,9780345467520.0,Kristin Hannah,2004.0
5742,Son of the Shadows,9780765343260.0,Juliet Marillier,2000.0
5743,The Key to Rebecca,9780451207790.0,Ken Follett,1980.0
5744,Hard Bitten,9780451233320.0,Chloe Neill,2011.0
5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,9780609610660.0,"Ina Garten, Maura McEvoy",2002.0
5746,,,Fisher Amelie,2012.0
5747,At the Mountains of Madness,9780812974420.0,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936.0
5748,Heart of the Sea,9780515128550.0,Nora Roberts,2000.0
5749,Veil of Midnight,9780440244490.0,Lara Adrian,2008.0
5750,Subterranean,9780380792640.0,James Rollins,1999.0
5751,I Don't Know How She Does It,9780375713750.0,Allison Pearson,2001.0
5752,,9781563897150.0,"Garth Ennis, Steve Dillon",2001.0
5753,"The Long Way to a Small, Angry Planet",9781500453300.0,Becky  Chambers,2014.0
5754,Cuentos completos,9780140286810.0,"Jorge Luis Borges, Andrew Hurley",1998.0
5755,Tithe: A Modern Faerie Tale ,9780689868240.0,Holly Black,2002.0
5756,The Russia House,9780743464670.0,John le Carré,1989.0
5757,Raised by Wolves,9781606840600.0,Jennifer Lynn Barnes,2010.0
5758,"Promise Me (Myron Bolitar, #8)",9780451219240.0,Harlan Coben,2006.0
5759,The Vampire Diaries: The Return: Midnight,9780061720860.0,L.J. Smith,2011.0
5760,Dark Side of the Moon,9780312934350.0,Sherrilyn Kenyon,2006.0
5761,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",9780151010980.0,"Carol Tavris, Elliot Aronson",2007.0
5762,Abducted,,T.R. Ragan,2011.0
5763,Roadwork,9780451197870.0,"Richard Bachman, Stephen King",1981.0
5764,"Valhalla Rising (Dirk Pitt, #16)",9780425204050.0,Clive Cussler,2001.0
5765,The Third Chimpanzee: The Evolution and Future of the Human Animal,9780060845510.0,Jared Diamond,1991.0
5766,The Given Day,9780688163180.0,Dennis Lehane,2008.0
5767,Just Me in the Tub (Mercer Mayer's Little Critter),9780613026670.0,"Gina Mayer, Mercer Mayer",1994.0
5768,Crush,9780062267180.0,Nicole  Williams,2013.0
5769,Deadline,9780316081060.0,Mira Grant,2011.0
5770,Long Lost,9780525951060.0,Harlan Coben,2009.0
5771,Faithless,9780440242920.0,Karin Slaughter,2005.0
5772,My Stroke of Insight,9781430300620.0,Jill Bolte Taylor,2006.0
5773,The Walking Dead 6,9781582406850.0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0
5774,Inés del alma mía,9780061161540.0,"Isabel Allende, Margaret Sayers Peden",2006.0
5775,Cold Fire,9780425199590.0,Dean Koontz,1991.0
5776,Frog Music,9780316324690.0,Emma Donoghue,2014.0
5777,An Instance of the Fingerpost,9781573227960.0,Iain Pears,1997.0
5778,5 cm,9789797591520.0,Donny Dhirgantoro,2005.0
5779,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,9780060517120.0,"Geoffrey A. Moore, Regis McKenna",1991.0
5780,Shugo Chara! 1 (Shugo Chara!),9780345497450.0,Peach-Pit,2006.0
5781,The Innocent,9780451215770.0,Harlan Coben,2005.0
5782,Robots and Empire,9780586062000.0,Isaac Asimov,1985.0
5783,Island,9780060085490.0,Aldous Huxley,1962.0
5784,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,9780375424470.0,Neil Shubin,2008.0
5785,Huis clos,9780573613050.0,Jean-Paul Sartre,1944.0
5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),9781591841660.0,Seth Godin,2007.0
5787,Are You My Mother?: A Comic Drama,9780618982510.0,Alison Bechdel,2012.0
5788,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),9789719234200.0,Bob Ong,2001.0
5789,,9781780481010.0,Robin Hobb,2011.0
5790,The Blue Bistro,9780312992620.0,Elin Hilderbrand,2005.0
5791,Third Grave Dead Ahead,9781250001540.0,Darynda Jones,2012.0
5792,L'identité,9780060930320.0,"Milan Kundera, Linda Asher",1997.0
5793,The Heart of Betrayal,9780805099250.0,Mary E. Pearson,2015.0
5794,First They Killed My Father: A Daughter of Cambodia Remembers ,9780060856270.0,Loung Ung,2000.0
5795,The Funhouse,9780425142490.0,"Owen  West, Dean Koontz",1980.0
5796,The SPEED of Trust: The One Thing that Changes Everything,9780743297300.0,Stephen M.R. Covey,2006.0
5797,You Belong to Me,9780671004540.0,Mary Higgins Clark,1998.0
5798,Not Without My Daughter,9780552152170.0,Betty Mahmoody,1987.0
5799,The Killing Hour,9780553584520.0,Lisa Gardner,2003.0
5800,Castle Roogna,9780345418520.0,Piers Anthony,1979.0
5801,While My Pretty One Sleeps,9780671673680.0,Mary Higgins Clark,1989.0
5802,Arsenic and Old Lace,9780856761220.0,Joseph Kesselring,1939.0
5803,"Dance with a Vampire (Vampire Kisses, #4)",9780061132230.0,Ellen Schreiber,2007.0
5804,Sometimes a Great Notion,9780140045290.0,Ken Kesey,1964.0
5805,Tris's Book,9780590554090.0,Tamora Pierce,1998.0
5806,The Moral Landscape: How Science Can Determine Human Values,9781439171220.0,Sam Harris,2010.0
5807,The Mill River Recluse,,Darcie Chan,2014.0
5808,Hey Nostradamus!,9781582344160.0,Douglas Coupland,2003.0
5809,Che Guevara: A Revolutionary Life,9780802135580.0,Jon Lee Anderson,1997.0
5810,The Secret Hour,9780060519540.0,Scott Westerfeld,2004.0
5811,,9781250012890.0,C.C. Hunter,2014.0
5812,Ser Como o Rio que Flui,9780007235800.0,Paulo Coelho,2000.0
5813,The Candy Shop War,9781590387830.0,Brandon Mull,2007.0
5814,Broken,9780553588190.0,Kelley Armstrong,2006.0
5815,"Lament: The Faerie Queen's Deception (Books of Faerie, #1) ",9780738713700.0,Maggie Stiefvater,2008.0
5816,Why Mosquitoes Buzz in People's Ears: A West African Tale,9780140549060.0,"Verna Aardema, Leo Dillon, Diane Dillon",1975.0
5817,"Shopaholic to the Stars (Shopaholic, #7)",9780812993870.0,Sophie Kinsella,2014.0
5818,High Noon,9780399154350.0,Nora Roberts,2007.0
5819,The Farm,9781471110670.0,Tom Rob Smith,2014.0
5820,Men Explain Things to Me,9781608463860.0,Rebecca Solnit,2014.0
5821,Rock With Me,2940016554330.0,Kristen Proby,2013.0
5822,El príncipe de la niebla,9780316044780.0,"Carlos Ruiz Zafón, Lucia Graves",1986.0
5823,Driving Miss Daisy,9780930452900.0,Alfred Uhry,1986.0
5824,,,Meredith Wild,2013.0
5825,Conspiracy in Death,9780749934170.0,J.D. Robb,1999.0
5826,In the Company of Cheerful Ladies,9780375422710.0,Alexander McCall Smith,2004.0
5827,The First Four Years,9780060885460.0,"Laura Ingalls Wilder, Garth Williams",1953.0
5828,,9781848764570.0,R.D. Ronald,2010.0
5829,Bones to Ashes,9780743294380.0,Kathy Reichs,2007.0
5830,Grimms Märchen,,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857.0
5831,The Definitive Book of Body Language,9780553804720.0,"Allan Pease, Barbara Pease",2004.0
5832,Between the Lines,,Tammara Webber,2011.0
5833,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,9780316881790.0,Farley Mowat,1963.0
5834,Tick Tock,9780316128520.0,"James Patterson, Michael Ledwidge",2010.0
5835,Cleopatra's Daughter,9781847249550.0,Michelle Moran,2009.0
5836,Grave Secrets,9780684859740.0,Kathy Reichs,2002.0
5837,Shattered,9780345548480.0,Kevin Hearne,2014.0
5838,Zoe's Tale,9780765316980.0,John Scalzi,2008.0
5839,The First Commandment,9781416543790.0,Brad Thor,2007.0
5840,Collected Works,9780007144360.0,"Oscar Wilde, Merlin Holland",1908.0
5841,"The New Best Recipe: All-New Edition with 1,000 Recipes",9780936184750.0,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995.0
5842,The Rose & the Dagger,9780399171630.0,Renee Ahdieh,2016.0
5843,The Fold,9780553418290.0,Peter Clines,2015.0
5844,The Nature of the Beast,9781250022080.0,Louise Penny,2015.0
5845,The Proper Care and Feeding of Husbands,9780060520620.0,Laura C. Schlessinger,2003.0
5846,Green,9781595542880.0,Ted Dekker,2009.0
5847,黒執事 III [Kuroshitsuji III],9789792760870.0,Yana Toboso,2007.0
5848,The Crown Tower,9780316243710.0,Michael J. Sullivan,2013.0
